Date,Heads,Day_Result,Total_Bets,Total_Hands
2022-02-04,30,3109.7410392922197,63093.64912820728,3961
2022-02-05,29,-2596.8266843480496,78495.61608234703,3281
2022-02-06,19,948.0644701342613,48065.60348980494,2558
2022-02-07,12,1352.0380340705597,34811.22704297544,2136
2022-02-08,8,406.09962716372615,26725.572535846997,2185
2022-02-09,14,-316.32366096530325,21468.47296590719,1459
2022-02-10,11,695.3627108020279,43687.504058566345,2015
2022-02-11,19,965.9127836170977,69954.40733057221,4778
2022-02-12,31,1890.6004339087651,85201.87459195581,3831
2022-02-13,18,205.79207581735244,55538.48535477652,2133
2022-02-14,14,552.1579197063339,37758.85005400137,1737
2022-02-15,7,-564.3788267120857,36146.79150443531,1918
2022-02-16,12,85.44659287370575,43765.875083699815,2243
2022-02-17,15,1450.74572185941,32580.724991032574,1463
2022-02-18,26,-239.8117574826627,73194.25483503533,4521
2022-02-19,28,-2556.561743132952,93543.04018531759,3576
2022-02-20,21,812.5446279057296,71397.00976836662,1488
2022-02-21,8,112.33170904012832,45758.420843462576,1838
2022-02-22,11,-547.804086302564,31901.844393353364,1531
2022-02-23,8,785.2051959994368,22331.190574751323,2004
2022-02-24,11,2049.5045220890734,27353.14202834045,1973
2022-02-25,32,1019.6681151537128,71099.23684966659,3610
2022-02-26,21,2024.3749909493838,57942.77052464553,3712
2022-02-27,25,5379.456921553303,77114.35957087393,4214
2022-02-28,8,511.59880423356503,11809.194091557563,954
2022-03-01,17,-413.11946775407733,48154.044862959214,1535
2022-03-02,8,-737.304626285139,81073.80637259367,2574
2022-03-03,9,1793.9444213477589,29111.19740785389,2247
2022-03-04,31,5960.956262455613,89477.65234481957,4039
2022-03-05,27,522.5556956789115,45671.62740376935,2784
2022-03-06,15,3941.7278448231436,66568.29852441435,3918
2022-03-07,9,1784.0903947668555,39261.984223847656,1936
2022-03-08,15,452.21027030851155,15222.375031977965,1529
2022-03-09,10,-892.3890355317577,33469.66783770252,1028
2022-03-10,20,174.38645961487026,49495.99133645352,2714
2022-03-11,28,3035.0879072965035,83748.38705852363,3855
2022-03-12,27,-182.61382500458484,88832.81610337773,3945
2022-03-13,12,1952.4772936894278,77855.1048216275,2622
2022-03-14,6,578.6549190988171,9945.292895492821,520
2022-03-15,10,-70.85331605791694,37798.71926013639,1986
2022-03-16,18,766.7130189358319,59333.60469585045,2068
2022-03-17,10,-1146.9703988404567,36439.60285293202,2076
2022-03-18,26,-788.5770985697108,79014.24370771513,3335
2022-03-19,33,4644.091543883385,44495.511437946756,2077
2022-03-20,17,2371.301283023176,64919.763966886894,3967
2022-03-21,10,888.7656345167871,47108.51067063457,2610
2022-03-22,13,1660.6924630494327,30207.993952402616,2538
2022-03-23,12,898.1745762197978,31856.60508718175,965
2022-03-24,6,-816.6043557292879,31395.78468822322,1776
2022-03-25,29,2497.4434112026843,76341.14072354481,3902
2022-03-26,21,-3688.821095130023,104138.78752171365,3337
2022-03-27,23,2333.474574744235,58397.51504984991,3467
2022-03-28,12,101.37184783655428,26128.687603295504,2069
2022-03-29,6,1911.4828022045454,24405.021800688217,2042
2022-03-30,15,716.0841505099361,30226.19217772788,1606
2022-03-31,11,1690.6460554918488,37217.29657877899,3001
2022-04-01,23,4712.317576381158,65150.20549493753,4079
2022-04-02,28,464.9393423904463,59281.677396476385,3347
2022-04-03,19,2938.157275172249,63735.38794176441,3918
2022-04-04,7,1315.6554181058982,65563.05992092684,1646
2022-04-05,12,-1633.4481122996226,22614.05430964255,1826
2022-04-06,12,2304.0681274057397,46237.11758107626,2381
2022-04-07,13,-906.03825094398,29381.5913776251,1765
2022-04-08,26,-2741.526764196741,87910.39843204952,3468
2022-04-09,25,1602.1445525438992,56024.60008574158,4502
2022-04-10,20,3471.072664282802,94622.53052743852,4124
2022-04-11,13,104.30444920596932,39824.88128891799,2292
2022-04-12,14,1190.4776617331838,39583.83539961759,2196
2022-04-13,17,516.5989468971064,38422.12514570379,2077
2022-04-14,16,1126.9286025419633,20952.32267628584,1611
2022-04-15,21,-1270.182784096919,69513.5829529857,2767
2022-04-16,31,-3700.266313674473,102499.41419487294,4381
2022-04-17,25,96.50941992986853,54751.797581990366,2342
2022-04-18,11,-547.8186734094442,41771.290924237495,1912
2022-04-19,16,556.8548609089381,22894.896839228928,1715
2022-04-20,12,-1896.147031016959,37181.72145183334,1767
2022-04-21,17,-134.33710699848024,22272.377146869032,1742
2022-04-22,17,2405.2402208558065,71445.11657543105,3471
2022-04-23,34,1440.8961455502836,87572.32985490601,4508
2022-04-24,18,478.94412127712997,27497.815053071172,2540
2022-04-25,8,1172.6805628772313,8904.87676757713,912
2022-04-26,11,-476.0562861735939,15356.623951182366,721
2022-04-27,13,-990.4994767497562,44941.78920124984,2360
2022-04-28,14,691.141029555959,26467.6358203169,1666
2022-04-29,27,4029.6240964894023,104655.19395887488,3135
2022-04-30,22,1188.638001114516,72557.11319499454,1919
2022-05-01,28,2264.898247832131,71539.82730932486,4928
2022-05-02,5,-529.4950783743411,31333.23058836205,1552
2022-05-03,22,-754.8885185733154,27528.49238513869,1839
2022-05-04,20,2370.5286467340457,38336.63438927898,1875
2022-05-05,12,299.9690717518639,26593.101083777437,2491
2022-05-06,27,3208.9194767907907,66004.47579597759,4140
2022-05-07,25,2431.346086124584,96294.9077654269,3241
2022-05-08,24,1133.5586248190664,56045.77851095194,3442
2022-05-09,13,310.8669479740703,14807.796324870784,1450
2022-05-10,12,953.1799133665845,42381.40975288126,1786
2022-05-11,16,3044.301534305104,59695.651309968016,2524
2022-05-12,22,2206.205894811687,58768.19394957153,3163
2022-05-13,23,3873.067161514267,81247.89998591416,4396
2022-05-14,31,-899.7337626576119,48660.75087029954,3722
2022-05-15,24,430.6678513091305,51917.3431486296,3383
2022-05-16,6,-1407.4270107274224,27016.248409189295,990
2022-05-17,11,-169.84448358750586,19498.358786437173,1235
2022-05-18,20,-4089.645274954551,61477.84164199916,2561
2022-05-19,13,198.94306637712452,55108.22927937623,1815
2022-05-20,33,1987.707786998436,51492.15496474605,3146
2022-05-21,30,1785.6907537944448,28224.08829797025,1743
2022-05-22,20,-321.7532500026063,47612.39591841002,2686
2022-05-23,6,801.2357403729507,13670.305806320952,1154
2022-05-24,12,1161.3469169604844,29896.313896323758,2236
2022-05-25,14,236.07503740721702,52239.30813543878,1706
2022-05-26,13,-409.9183429982729,37710.9738174447,2980
2022-05-27,25,-762.5632872762758,59741.73332425711,3977
2022-05-28,30,3294.5097116369293,81240.02469463262,4559
2022-05-29,21,-486.72543354860545,41405.04494172054,3244
2022-05-30,8,473.6626573757628,17745.14696820705,1281
2022-05-31,14,1083.426839956762,40000.471969265,1533
2022-06-01,15,-274.73122869594806,25473.358656507273,1649
2022-06-02,14,1886.969565339173,27483.487110225407,1346
2022-06-03,26,3014.311349083958,81610.40291624775,4083
2022-06-04,21,1348.2302289950892,76573.34102093469,4227
2022-06-05,19,161.9722594660679,41757.06981817308,3237
2022-06-06,10,551.8648648880646,20436.169750594327,1994
2022-06-07,14,874.4743053154109,40816.66502554211,989
2022-06-08,18,1040.3087235298976,20627.035394141574,1600
2022-06-09,13,-274.0339455864523,37748.195412372916,2369
2022-06-10,21,1591.561889086276,54476.49510301418,4465
2022-06-11,28,4370.906090633847,91573.44687956698,4769
2022-06-12,23,-372.89804849459523,73568.06751649409,3721
2022-06-13,12,527.9320755782318,50711.6489344362,2687
2022-06-14,8,-1287.6774133348094,45143.70541794212,2579
2022-06-15,15,3280.945906493496,57274.44778845567,2512
2022-06-16,12,-2324.119713054512,53929.34643194519,2202
2022-06-17,25,1586.96390569268,59672.36932806314,5077
2022-06-18,35,2840.9453480277202,65391.51406578063,4096
2022-06-19,21,1330.0224679526564,68718.93539978378,4796
2022-06-20,9,-3396.407028820869,33540.47099935411,1503
2022-06-21,8,-908.2042186268881,38451.61388947421,1949
2022-06-22,17,-407.722096421001,31342.216544271192,1734
2022-06-23,17,-426.0140093170889,37146.36177919828,1424
2022-06-24,28,832.3264809058344,61260.19521266554,3696
2022-06-25,27,2589.059022820162,69834.34396991323,3034
2022-06-26,23,519.7913184750943,58749.38442888692,2803
2022-06-27,13,135.1453653865184,10848.66935021835,1105
2022-06-28,16,1061.7308664913346,38849.00035164634,2216
2022-06-29,24,1141.8758589216375,51724.98496029579,3064
2022-06-30,18,2437.1519942449168,55512.06100196234,2579
2022-07-01,18,1370.866952258989,48506.85143921786,2935
2022-07-02,34,-2184.7465190203525,83938.36703850992,3631
2022-07-03,18,-563.6224704547036,59686.12452436999,4226
2022-07-04,8,-870.2383862846496,10816.389931778087,753
2022-07-05,21,-477.9518569326819,26179.002864379625,571
2022-07-06,18,2189.681422602204,59937.01767371706,2363
2022-07-07,20,702.8841593498253,12614.309898414547,1044
2022-07-08,18,3424.7052111755884,68790.09717564649,3478
2022-07-09,33,1304.2296059602395,44257.714609294206,3271
2022-07-10,24,2090.09238557536,66645.66913161824,3196
2022-07-11,7,1610.6594023402251,31822.54973346885,1112
2022-07-12,18,1797.972887123361,30751.998183315067,1572
2022-07-13,22,1614.3026985973233,39761.75341656966,2200
2022-07-14,14,5054.867091302692,78758.11477723761,2812
2022-07-15,29,-733.3970053105465,91753.77789790247,2502
2022-07-16,24,2394.348172771857,74472.802368304,3916
2022-07-17,15,-380.5314140997924,33790.41905962983,1767
2022-07-18,13,532.8368686405655,31423.042330454322,1368
2022-07-19,10,1552.9060869733535,34017.43369927421,2237
2022-07-20,19,2640.916935580973,51260.58825047659,2186
2022-07-21,15,764.3721511381154,42364.48927204214,3068
2022-07-22,23,3037.244145472386,71281.17979300924,4000
2022-07-23,26,1142.2898579069342,67495.69950782559,4007
2022-07-24,16,-407.0522285371666,44293.15199441489,1706
2022-07-25,9,1305.6335118194154,51101.19918318817,1823
2022-07-26,13,-106.86623661848097,27668.241131637427,1548
2022-07-27,14,833.2556749853047,26409.57723781049,2138
2022-07-28,15,715.6007206213042,45991.65886714239,2535
2022-07-29,28,-1405.3124686028316,74850.37721099619,3902
2022-07-30,36,1324.8958236933763,62380.18344294924,4433
2022-07-31,18,1036.7032416596883,71546.9624268189,3837
2022-08-01,14,-1650.5275432802798,26328.26866774867,751
2022-08-02,18,253.9885406692186,22186.6225845053,1952
2022-08-03,11,668.773579719161,56030.15306398495,2607
2022-08-04,12,-2438.2704792439663,31971.182939665825,2109
2022-08-05,13,1817.9527477308163,47172.93578680229,3011
2022-08-06,33,1791.2269833173852,67689.74718113203,2930
2022-08-07,19,1191.0470895364529,35443.63305214462,1878
2022-08-08,5,2624.1062296272576,37699.19856676349,1993
2022-08-09,17,3770.863224567176,47611.2926277591,1855
2022-08-10,12,1309.3080479399298,41196.93566068427,2338
2022-08-11,14,225.50632015202888,27991.207845408175,2563
2022-08-12,30,1472.921935414161,74636.66586615246,4371
2022-08-13,28,1760.2884378468807,59005.564059956014,2806
2022-08-14,20,4102.04627379401,82476.01413009847,4179
2022-08-15,8,-1810.7497371432387,34938.39702150072,1610
2022-08-16,9,-782.8097147198596,23678.802817011245,1630
2022-08-17,21,106.01168698261068,28204.20671924365,2306
2022-08-18,13,31.068013865371,7436.704810576788,737
2022-08-19,24,-296.4290857126862,57588.57794816884,2803
2022-08-20,20,1699.8913737934765,53519.904332291844,4471
2022-08-21,21,975.2996894473418,86702.05805513996,3866
2022-08-22,9,-1082.354627795605,24104.45384007035,856
2022-08-23,11,-556.0390982578112,29056.005595643597,2189
2022-08-24,14,1101.2983481869044,41039.07394345584,3084
2022-08-25,13,-384.28211654423603,23098.001998965046,2094
2022-08-26,20,-1820.1895597035543,81549.6999911807,3311
2022-08-27,26,-184.54350474992827,105786.82639716734,5530
2022-08-28,23,-166.79350056571042,36188.63845663786,2919
2022-08-29,18,864.334745993865,17069.028956470167,1179
2022-08-30,9,1087.018085160653,45026.52155526506,2554
2022-08-31,21,-307.84666020802604,34313.85903021399,2648
2022-09-01,14,867.7120507149073,46131.640657450684,2421
2022-09-02,34,89.7601424831139,70475.75184184067,4248
2022-09-03,32,-553.9831756537377,56062.426630015994,4189
2022-09-04,24,702.3499956533354,66969.4194847008,3142
2022-09-05,9,1045.576236021605,27686.643357304452,1697
2022-09-06,15,264.6922702978845,16988.22111285411,1717
2022-09-07,15,423.8401590302106,26145.87716029386,2104
2022-09-08,9,-185.98920633555258,32798.25746097609,1434
2022-09-09,20,563.9817118760088,65214.08012560134,3760
2022-09-10,39,-64.27686035684637,60282.2876408932,3402
2022-09-11,30,1571.131855998492,42444.43559491587,2207
2022-09-12,7,1524.9049168857346,34577.48864053854,2703
2022-09-13,15,-855.4405258051107,34899.49384881288,1349
2022-09-14,16,-2009.2877199533214,60229.99106470785,2916
2022-09-15,19,2442.2114616892163,43064.39451707866,2102
2022-09-16,31,-577.0596275754458,78632.60565779476,4488
2022-09-17,29,1131.424656518233,52411.75035196995,2867
2022-09-18,23,3806.933513728685,62194.34005514995,4346
2022-09-19,16,72.31763195523689,21479.759814997054,1767
2022-09-20,15,1713.2062849894273,47974.31464813,2401
2022-09-21,17,1342.165069477822,51088.50021086315,1904
2022-09-22,26,-2112.227892152667,29485.492574077518,1013
2022-09-23,22,950.5076297606888,50446.74734548337,3786
2022-09-24,27,-6397.985209201953,87309.98594368347,3955
2022-09-25,20,2750.377218883286,67299.71898316222,4189
2022-09-26,9,1550.8610112423362,15239.112605060218,1363
2022-09-27,16,-91.74697075998645,39352.605515597694,2044
2022-09-28,15,1179.558306768162,31124.561771646244,2281
2022-09-29,20,1525.921433687499,61704.07934187083,2213
2022-09-30,24,-4817.981898866847,79364.56382807018,3846
2022-10-01,28,2702.7143504572673,120460.14231834501,3284
2022-10-02,23,654.9461109340284,35195.847366058275,2357
2022-10-03,8,2395.0645939438227,53909.9378534829,1672
2022-10-04,15,2141.6293291045354,28608.19764618573,1883
2022-10-05,11,-525.5059440283953,52055.81104656604,3825
2022-10-06,16,931.2305049485547,58865.24229528541,2468
2022-10-07,35,265.1147799836083,69503.34039990691,3001
2022-10-08,20,5774.305946871149,94663.14176995079,4144
2022-10-09,14,-1538.5762532055019,41397.523753925925,3260
2022-10-10,18,2968.4226842928692,63213.17825192041,2782
2022-10-11,13,650.0647329207623,35695.48592586592,1923
2022-10-12,19,1370.8909020882543,40804.4218368783,3173
2022-10-13,9,1455.4460027127936,28460.186001601887,2147
2022-10-14,32,2388.4508794514472,42953.034555330974,2820
2022-10-15,33,5128.0614008915545,77135.25995708577,4611
2022-10-16,16,4292.951431367353,73583.56742019589,3147
2022-10-17,11,268.6915658328917,17545.970014896524,1322
2022-10-18,13,-1782.3366518143048,29851.58012545141,1117
2022-10-19,18,892.8847406625853,52547.021885293565,1966
2022-10-20,13,2947.01076810872,37409.757026323714,1999
2022-10-21,36,1996.070848994333,69768.36851215929,3697
2022-10-22,36,7114.386816921348,140377.01587834326,6955
2022-10-23,26,-349.26507216161514,73339.28447760016,2745
2022-10-24,17,-1181.2799182986864,25700.818284053512,1975
2022-10-25,18,-1220.616490083909,60757.62297098163,2949
2022-10-26,16,1228.6923901726586,37174.16655930775,2851
2022-10-27,15,2429.7827312704057,36905.135526969796,1826
2022-10-28,28,-901.7384401341685,90813.83918951522,4167
2022-10-29,32,2055.228258620997,93469.71625478932,3309
2022-10-30,22,4642.9236596526025,62594.33467615648,3763
2022-10-31,7,-882.0711794043887,30554.44252069915,2075
2022-11-01,18,2965.8376653147734,32346.09221222803,1743
2022-11-02,18,431.6676279421996,48239.38335791261,2246
2022-11-03,9,-309.30802331273316,16639.42911107994,1171
2022-11-04,28,6152.969515571464,70156.24446404782,4345
2022-11-05,30,1501.769248317546,68123.21786427291,4438
2022-11-06,26,1475.545518280708,67036.38066115185,3410
2022-11-07,12,133.60971627785656,29932.342157229512,928
2022-11-08,11,-180.97216877312715,36185.36299940139,1714
2022-11-09,7,1130.7792380514527,53755.141381937436,1825
2022-11-10,9,-3196.160933341771,39128.93535506886,1653
2022-11-11,32,2902.712462372199,99441.69757729658,4368
2022-11-12,31,2891.6900917258026,80072.2124452929,4129
2022-11-13,17,3661.461738861462,58375.2318794539,3033
2022-11-14,20,1567.7478491503796,35007.38579616089,2111
2022-11-15,17,-922.5862507346102,37720.92135080071,1578
2022-11-16,14,146.31355645643595,63603.61304019841,2968
2022-11-17,19,1655.4202240663328,26638.404038562636,1848
2022-11-18,23,-233.68742549115024,117476.7743446707,4645
2022-11-19,32,181.5231641582414,79213.41632624702,3519
2022-11-20,23,850.803153348822,30093.679155893296,2742
2022-11-21,13,-2651.7202386074305,41363.39581630628,2260
2022-11-22,8,1075.081050676526,54711.34518834961,3556
2022-11-23,14,5238.89156040575,68081.77325870973,3184
2022-11-24,17,2812.0439182713585,68375.48071403345,2127
2022-11-25,17,557.8338636268527,63199.59032091814,4114
2022-11-26,20,3374.989910605462,82085.16825432751,4889
2022-11-27,28,2662.1942833012636,58351.17081918246,3619
2022-11-28,12,3253.4690513977503,48004.17904842775,1899
2022-11-29,13,1519.3982130569862,62614.112623795554,2731
2022-11-30,17,-514.6944289023464,37643.96596505357,2774
2022-12-01,13,705.6252924207042,46936.752932264164,1542
2022-12-02,31,2983.0398031462473,100299.70276945867,3583
2022-12-03,41,-335.9354965290207,55180.46896407184,2995
2022-12-04,23,-955.6001379704855,70988.8644509842,3387
2022-12-05,11,-4217.240586099858,61178.64717663095,2296
2022-12-06,20,-383.549150069256,19257.160872957535,1567
2022-12-07,16,2638.9986014961214,44135.00617153305,2451
2022-12-08,14,792.4548585746497,24133.516942669197,2007
2022-12-09,20,2110.2226515286393,91641.94140668026,4421
2022-12-10,30,-1811.3532790144213,97023.25186375895,4546
2022-12-11,22,339.47375260060346,45480.09825916517,3871
2022-12-12,14,-2107.6078917025525,45999.887010357284,1756
2022-12-13,17,1633.5407236194756,32502.41922006739,2340
2022-12-14,16,-212.02408870865457,23795.64517613756,1857
2022-12-15,24,1482.3421832300787,48163.386922275065,2871
2022-12-16,33,2964.9817340938143,69617.07926875833,4520
2022-12-17,29,1325.8108537221221,81883.14270984953,4622
2022-12-18,17,367.5007201635424,78619.02103124211,2842
2022-12-19,14,2718.9894382522575,40073.11357886855,1895
2022-12-20,11,1560.9925629841903,42328.172825493864,2765
2022-12-21,19,1356.179160171149,37371.17710066494,3018
2022-12-22,14,2093.6060641366726,30371.27941217185,1372
2022-12-23,18,1446.881812567754,68101.18934683119,4812
2022-12-24,30,223.7456531049806,97789.80169873321,3998
2022-12-25,33,1049.4612123060108,79755.81506612462,2104
2022-12-26,11,-41.94818750849902,38329.61996632121,2171
2022-12-27,13,156.8745579787032,34999.92084155971,2618
2022-12-28,21,-177.7777863971519,65084.47386240725,3095
2022-12-29,21,-1672.0264371186897,59416.79271965108,2672
2022-12-30,25,-555.408810873032,90032.81805303087,5338
2022-12-31,42,3673.617628296089,90879.92532210273,4353
2023-01-01,27,516.3328362321658,75785.721621946,4212
2023-01-02,19,3770.54476944506,26523.419309606943,802
2023-01-03,13,383.6508387602174,20437.513303687883,1799
2023-01-04,17,-2600.229272511773,40861.46360579824,1156
2023-01-05,20,272.32525104673175,45276.26627004432,1763
2023-01-06,23,-1266.545536466378,119462.49226190949,5143
2023-01-07,29,302.9319029117571,98232.72897842244,5446
2023-01-08,17,384.72399006275134,67439.28508041553,4595
2023-01-09,8,-159.97544638696834,31519.430256967833,1597
2023-01-10,19,3436.831373935387,43307.06588566836,2168
2023-01-11,18,-756.6517694854318,45206.01231461571,2821
2023-01-12,14,-381.0260345218836,27365.20975988434,602
2023-01-13,35,1261.8589645475538,56700.38388601331,4023
2023-01-14,18,-2428.8850886459345,63992.24931300226,4438
2023-01-15,30,150.01598932101484,55790.43485150401,2498
2023-01-16,9,-1811.5048698093995,38436.45525293958,1880
2023-01-17,17,604.3701967246868,20674.7479921686,1894
2023-01-18,16,114.4619508663074,49154.11612646775,2884
2023-01-19,18,-938.3957849929488,24251.789345103185,877
2023-01-20,26,3808.0692457478367,69435.4916159224,4808
2023-01-21,29,1380.280442298699,84193.50125123397,4596
2023-01-22,24,1396.1289075901857,33626.96411691308,1687
2023-01-23,13,1998.077175722302,40538.49922568768,3356
2023-01-24,19,-105.37191593639547,36612.00840591831,2457
2023-01-25,13,-1585.1008598044327,33721.90483471597,2408
2023-01-26,21,651.0494333898138,13010.992782296396,1103
2023-01-27,28,1879.8366650478629,50620.41746597852,4132
2023-01-28,26,1994.549910781142,93946.25776219663,4313
2023-01-29,27,-2592.648307653018,103255.3362443356,3924
2023-01-30,7,640.2866054682378,28715.5246915386,2072
2023-01-31,12,4743.487757696479,67569.9383510473,3046
2023-02-01,19,692.8132470625167,24347.830659074672,1850
2023-02-02,14,-611.1459920204429,26220.9343593597,1443
2023-02-03,36,2832.003321203674,80374.95245204924,5151
2023-02-04,39,-2022.1936633803361,92706.54596294591,4852
2023-02-05,22,1674.8075189884748,62966.4184345318,5588
2023-02-06,18,-641.4810411484602,41419.42159556039,2817
2023-02-07,15,-1328.1477416817108,47498.56833494461,3347
2023-02-08,21,390.87922253927525,44973.89461237056,3482
2023-02-09,19,3150.3020962716223,58259.93908755565,2386
2023-02-10,23,-1303.7832192194262,75899.83227491983,3587
2023-02-11,33,2686.418876252256,80535.97038628883,4522
2023-02-12,22,1926.3638083383084,82210.2397214263,3520
2023-02-13,14,6156.948726350191,43576.720633410165,1987
2023-02-14,14,2785.6245627003295,29212.720867847635,838
2023-02-15,11,550.9719497341205,23208.013886946686,1826
2023-02-16,24,-1238.3340352638763,49807.928072216964,2288
2023-02-17,27,926.5586128160547,43283.60559580082,3868
2023-02-18,25,2213.4186708742286,78581.36918890281,4808
2023-02-19,27,1932.742275269207,46306.94373149658,3799
2023-02-20,21,4411.375427194469,40492.82402672769,2027
2023-02-21,21,-967.4369387037541,37683.44516180645,2038
2023-02-22,18,3305.500033683349,63736.16668313606,3108
2023-02-23,16,649.8588467541117,53703.50963058033,3083
2023-02-24,29,-751.2744472097892,65499.585817251595,4231
2023-02-25,23,2862.529188608286,80395.30447589883,4341
2023-02-26,15,-1722.5298194121524,116503.67741885292,5126
2023-02-27,16,-1270.829110529693,41905.48091881231,2073
2023-02-28,20,385.5101254390919,32795.082357167514,2573
2023-03-01,23,3654.982108151664,57797.73137407002,2556
2023-03-02,19,-1554.4564297731035,35703.21717866549,2251
2023-03-03,27,2260.5596011466223,61063.28850466554,3241
2023-03-04,29,1789.1336115701204,37330.92500754292,3445
2023-03-05,27,3588.1135370959087,68185.71080717753,3202
2023-03-06,19,1339.4223401814268,41559.45519627343,3506
2023-03-07,13,-1747.4158964179733,59461.76351661254,1745
2023-03-08,27,-2555.7029885614793,48411.45990664773,2531
2023-03-09,21,-194.50188375234177,28001.643395466483,2402
2023-03-10,21,2517.3078315133616,52320.011448200334,3095
2023-03-11,37,-155.44211947608912,56478.80632277908,2961
2023-03-12,28,-2761.10367361641,75037.28431004885,4312
2023-03-13,12,1813.9810684585784,48520.58134970248,2085
2023-03-14,12,-342.39605852416327,26663.784200992777,2420
2023-03-15,16,2485.7347627412773,70946.29069102844,2593
2023-03-16,21,417.30036185999137,32540.657867370996,974
2023-03-17,28,1355.9978150131246,93811.84954530826,4035
2023-03-18,29,3443.695819120118,69765.07803242886,4209
2023-03-19,38,2652.095354204099,128145.29587027733,5157
2023-03-20,17,252.67906236344425,23901.376489118746,1800
2023-03-21,16,2527.064004479856,58937.95018386896,2469
2023-03-22,17,369.8132634228282,25141.67948379024,1582
2023-03-23,17,1027.7358463155226,32078.66781829079,1808
2023-03-24,44,453.2449069615391,109140.51849913808,4590
2023-03-25,35,-278.9600508105625,103775.02357435979,5282
2023-03-26,23,306.8747104111882,42046.914093339714,2844
2023-03-27,13,-185.9089214984026,27215.726850118972,1898
2023-03-28,20,-1355.3181285349785,51049.470930352945,3221
2023-03-29,19,1680.995253403942,54855.023100297745,2398
2023-03-30,8,99.91645990549785,45028.79593738804,2154
2023-03-31,33,1313.791860651439,70834.71183368238,4947
2023-04-01,31,667.8374952240259,68154.52900566932,4171
2023-04-02,14,-148.5021986512042,53186.51475622166,3816
2023-04-03,19,-1442.0694347979734,38470.71432562917,858
2023-04-04,10,2881.482358407852,62122.41133107088,3358
2023-04-05,14,-2790.703034738751,51798.649053532805,2484
2023-04-06,15,-314.613864661,95133.77272619092,2926
2023-04-07,36,-3882.988179525588,102179.96493942595,3593
2023-04-08,34,801.0932471192746,76676.22740358498,5251
2023-04-09,21,31.303157787573127,63743.26191463801,3984
2023-04-10,16,-2175.0832278315083,33296.525485203136,1478
2023-04-11,14,-168.37639076796023,36421.8126962027,2731
2023-04-12,24,3049.2131522834297,31928.50571108758,2332
2023-04-13,17,-247.2646325356529,64067.11951665368,2838
2023-04-14,35,2003.1037639811498,85245.78606704141,5177
2023-04-15,28,-2282.7806443585514,108146.76634830864,4781
2023-04-16,15,-1040.6422160548768,70312.83878964328,2861
2023-04-17,14,596.5132839574425,75755.45257058986,3402
2023-04-18,20,4270.13285661465,78008.27084702373,3332
2023-04-19,19,2690.0280914725045,38547.12947515349,2473
2023-04-20,24,-135.81368947430337,35198.11139442082,2998
2023-04-21,29,1205.6183137633413,73882.04483119524,3893
2023-04-22,33,-8.393542539516417,101612.22956187378,6023
2023-04-23,23,597.8364503189059,48448.69661426058,2250
2023-04-24,17,1892.9274145796364,50766.47383720566,1571
2023-04-25,18,-656.2661545027714,21848.4115281748,1487
2023-04-26,18,1367.9496921483126,25628.510074872258,2294
2023-04-27,22,1471.301077951766,57026.06474228873,3092
2023-04-28,28,-4830.655772362716,92307.53917880716,4274
2023-04-29,24,561.265591563523,88792.35640466107,3670
2023-04-30,13,-2649.9780035940767,69634.94673488842,3435
2023-05-01,18,-2351.5857890420557,35587.920323941034,2162
2023-05-02,15,207.79105205563414,48938.2149521861,3114
2023-05-03,24,-741.3168740086991,37138.57864126532,2681
